night,speaker,text,neg,neu,pos,compound
second,HARRIS,My plan is about immediately allowing people to sign up and get into coverage.  Right now in America we have seniors who every day  millions of seniors are going into the Medicare system and they are getting full coverage and the kind of coverage they need.  All people should have access to health care.  And costs should not be their barrier.,0,0.928,0.072,0.5529
second,BASH, Thank you Senator Harris.  ,0,0.545,0.455,0.3612
second,BASH,Mayor de Blasio let's bring you in here.  What's your response?,0,1,0,0
second,DE BLASIO, Thank you.  I don't know what the vice president and the senator are talking about.  The folks I talk to about health insurance say that their health insurance isn't working for them.  ,0,0.921,0.079,0.3612
second,DE BLASIO,There's tens of millions of Americans who don't even have health insurance tens of millions more who have health insurance they can barely make work because of the co-pays the deductibles the premiums the out-of-pocket expenses.,0,1,0,0
second,DE BLASIO,There's this mythology that somehow all of these folks are in love with their insurance in America.  What I hear from union members and from hard-working middle-class people is they wish they had better insurance and they're angry at private insurance companies that skim all the profits off the top and make it impossible for everyday people to get coverage like mental care,0.043,0.697,0.261,0.9423
second,BASH, Thank you Mr. Mayor.,0,0.545,0.455,0.3612
second,DE BLASIO,  dental care the things that would be full coverage for all Americans.,0,0.775,0.225,0.4939
second,BASH, Thank you Mr. Mayor.  ,0,0.545,0.455,0.3612
second,BASH,Vice President Biden you just heard Mayor de Blasio.  He said in the past that Democrats who wanted to keep the private insurance industry are defending a health care system that is not working.  What's your response?,0,0.916,0.084,0.4939
second,BIDEN, My response is Obamacare is working.  The way to build this and get to it immediately is to build on Obamacare.  Go back and do  take back all the things that Trump took away provide a public option meaning every single person in America would be able to buy into that option if they didn't like their employer plan or if they're on Medicaid they'd automatically be in the plan.  ,0.03,0.97,0,-0.2755
second,BIDEN,It would take place immediately.  It would move quickly.  And it would insure the vast vast vast majority of Americans.,0,1,0,0
second,BIDEN,In the meantime what happens?  Did anybody tell you how much their plans cost?  My plan costs $750 billion.  That's what it costs.  Not $30 trillion.,0,1,0,0
second,BASH, Thank you Mr. Vice President.  Senator Gillibrand you support Medicare for All.  How do you feel about Senator Harris continuing to call her health proposal Medicare for All when it includes a far more significant role for private insurance than the bill you co-sponsored?  ,0,0.846,0.154,0.7425
second,GILLIBRAND, I think for the viewers in the audience right now they're at risk of losing the forest through the trees because the truth is health care in America should be a right.  ,0.13,0.718,0.152,0.2023
second,GILLIBRAND,When I was a young mother and had Theo as an infant he had an allergic reaction to eggs and his whole body turned red and puffy.  I had to rush him to the emergency room.  My heart is palpitating because I'm worried that his throat will close.  I am not worried about not having an insurance card or a credit card in my wallet.  I know whatever they're going to prescribe whether it's an EpiPen or an inhaler I can afford it.,0.111,0.857,0.031,-0.6808
second,GILLIBRAND,The truth about health care in America today is people can't afford it.  They cannot afford  and the insurance companies for these plans that rely on insurance companies I'm sorry they're for-profit companies.  They have an obligation to their shareholders.  They pay their CEO millions of dollars.  They have to have quarterly profits.,0.046,0.812,0.142,0.7717
second,GILLIBRAND,They have fat in the system that's real and it should be going to health care.  So let's not lose the forest for the trees.,0,0.801,0.199,0.6929
second,GILLIBRAND,And last let's not forget what the Republicans are doing because the truth is the Republicans and Trump their whole goal is to take away your health care.,0,0.777,0.223,0.7324
second,BASH, Thank you.  ,0,0.286,0.714,0.3612
second,GILLIBRAND, To make it harder for you to afford it even if you have pre-existing conditions.  ,0,1,0,0
second,BASH, Thank you Senator Gillibrand.  Senator Harris your response?  ,0,0.737,0.263,0.3612
second,HARRIS, In response to Senator Biden about the Affordable Care Act it is important that you understand that our Medicare for All plan has actually by the architect of the Obama Affordable Care Act been described as one of the most effective ways to bring health care to all.  Kathleen Sebelius has endorsed our plan as being something that will get us to where we need to go.  ,0,0.784,0.216,0.9412
second,HARRIS,In terms of the point that Senator Gillibrand is raising I couldn't agree more.  Senator Biden your plan will keep and allow insurance companies to remain with status quo doing business as usual and that's going to be about jacking up co-pays jacking up deductibles,0.046,0.913,0.041,-0.0541
second,BASH, Thank you Senator.,0,0.444,0.556,0.3612
second,HARRIS, It will still be the situation that people going to an emergency room,0.178,0.822,0,-0.3818
second,BASH, Thank you Senator Harris.  Vice President Biden your response?,0,0.762,0.238,0.3612
second,HARRIS,  have to come out $5000.  ,0,1,0,0
second,BIDEN, My plan makes a limit of co-pay to be $1000 because we further support the  the ability to buy into the Obamacare plan.  ,0,0.8,0.2,0.6124
second,BIDEN,Secondly the idea that this is somehow a bad idea no one has to keep their private insurance but they - if they like their insurance they should be able to keep it.  Nothing is demanded in my plan that there be private insurance.,0.082,0.807,0.111,0.3397
second,BIDEN,It says if the 160 million who have it say they like their employer insurance they should have a right to have it.  If they don't they can buy into the Biden plan which is Obamacare with -,0,0.933,0.067,0.3612
